Representation,Algorithm,Distance metric,Subset size,N clusters,V-measure,Adj. RS,Hopkins,Silhouette Score,Modularity,Homogeneity,Completeness,Trustworthiness,Continuity
Spectrogram,kMeans,euclidean,100,2,0.4299223730544544,0.2654821940794507,0.9599969302210007,0.2055425281017743,,0.2981315289876654,0.7705475932463456,0.9387652030509174,0.9607479706858589
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9599969302210007,0.2055425281017743,,0.4301717636649288,0.7570630120692577,0.9387652030509174,0.9607479706858589
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9599969302210007,0.38443127274513245,0.6349380330943424,0.4335751360153757,0.46359445596429266,0.9387652030509174,0.9607479706858589
VAE,kMeans-preset,euclidean,100,5,0.49483405954585885,0.37209541539611823,0.9728797791212802,0.29413594453121744,,0.4657184778740619,0.5278328820456981,0.9528827165473128,0.9582077802574697
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9728797791212802,0.29413594453121744,,0.4417894043019701,0.7679662966958981,0.9528827165473128,0.9582077802574697
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9728797791212802,0.29413594453121744,,0.4417894043019701,0.7679662966958979,0.9528827165473128,0.9582077802574697
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9728797791212802,0.6314485669136047,0.6602219109494076,0.47534428298546594,0.5603736031081663,0.9528827165473128,0.9582077802574697
PAF,kMeans-preset,euclidean,100,5,0.6739377604852208,0.5953652822542569,0.9294158291575959,0.2098628111955273,,0.6309039765834014,0.723271937160693,0.949892447097416,0.9464866051822574
PAF,kMeans,euclidean,100,4,0.6660488385280122,0.5360455534945338,0.9294158291575959,0.2098628111955273,,0.5813273108292917,0.7796775497490718,0.949892447097416,0.9464866051822574
PAF,HDBSCAN,euclidean,100,6,0.6572400172499333,0.5839263117183113,0.9294158291575959,0.2098628111955273,,0.6330655569389317,0.6833340475285848,0.949892447097416,0.9464866051822574
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9294158291575959,0.5480036735534668,0.6663689484452515,0.6265946538661562,0.609312726119942,0.949892447097416,0.9464866051822574
LFCC,kMeans-preset,euclidean,100,5,0.4729924068549871,0.3815974983006861,0.9770170326563756,0.38423888543843693,,0.4435957852915725,0.5065617136144045,0.9788135719812738,0.9890915962344534
LFCC,kMeans,euclidean,100,4,0.4886845374720031,0.3841729420102745,0.9770170326563756,0.38423888543843693,,0.43069797872899096,0.5647142299348421,0.9788135719812738,0.9890915962344534
LFCC,HDBSCAN,euclidean,100,10,0.4340333564165852,0.36737652246818375,0.9770170326563756,0.38423888543843693,,0.4542999450136267,0.41549775635022124,0.9788135719812738,0.9890915962344534
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9770170326563756,0.6118298172950745,0.7838979887197521,0.4727714534428647,0.4419120414748074,0.9788135719812738,0.9890915962344534
Spectrogram,kMeans-preset,euclidean,100,5,0.4944326410447167,0.39528897813522706,0.942887369854153,0.20549654678825208,,0.462455252074726,0.5311608127748852,0.9389036774129942,0.9606867252829986
Spectrogram,kMeans,euclidean,100,2,0.4320152573187371,0.266863380563576,0.942887369854153,0.20549654678825208,,0.29958216517724556,0.7743032242210977,0.9389036774129942,0.9606867252829986
Spectrogram,HDBSCAN,euclidean,100,3,0.5507802309799902,0.3801872252971302,0.942887369854153,0.20549654678825208,,0.4319816770950034,0.759705585188761,0.9389036774129942,0.9606867252829986
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.942887369854153,0.365700900554657,0.6349380330943424,0.4335751360153757,0.46359445596429266,0.9389036774129942,0.9606867252829986
VAE,kMeans-preset,euclidean,100,5,0.49236221996554186,0.37274485822992326,0.9701197426959369,0.2927667493259624,,0.4640639055851114,0.5243358800498855,0.9528981025875436,0.9581408584514175
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9701197426959369,0.2927667493259624,,0.4417894043019701,0.7679662966958981,0.9528981025875436,0.9581408584514175
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9701197426959369,0.2927667493259624,,0.4417894043019701,0.7679662966958979,0.9528981025875436,0.9581408584514175
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9701197426959369,0.6623596549034119,0.6601194448189328,0.47534428298546594,0.5603736031081663,0.9528981025875436,0.9581408584514175
PAF,kMeans-preset,euclidean,100,5,0.6609156982542965,0.5860710354637063,0.9384947504295188,0.2252351789178261,,0.6202210724676905,0.7073255164273621,0.9508913446801646,0.9482374768089054
PAF,kMeans,euclidean,100,5,0.6609156982542965,0.5860710354637063,0.9384947504295188,0.2252351789178261,,0.6202210724676905,0.7073255164273621,0.9508913446801646,0.9482374768089054
PAF,HDBSCAN,euclidean,100,8,0.6078913657140361,0.547505396784958,0.9384947504295188,0.2252351789178261,,0.6330319276154328,0.5846714184320136,0.9508913446801646,0.9482374768089054
PAF,Leiden,euclidean,100,7,0.6008151789387737,0.529793304756674,0.9384947504295188,0.5240653157234192,0.6714081913677127,0.6206040370985221,0.5822493165685356,0.9508913446801646,0.9482374768089054
LFCC,kMeans-preset,euclidean,100,5,0.46159778724445305,0.34927764806238,0.9868607818645184,0.3821325330242319,,0.4352102077008854,0.49139175531062546,0.9780084190022078,0.9876258891786842
LFCC,kMeans,euclidean,100,4,0.488684537472003,0.3841729420102745,0.9868607818645184,0.3821325330242319,,0.4306979787289909,0.564714229934842,0.9780084190022078,0.9876258891786842
LFCC,HDBSCAN,euclidean,100,5,0.47794736709945607,0.38622201140766116,0.9868607818645184,0.3821325330242319,,0.44511707196623146,0.5160061989653597,0.9780084190022078,0.9876258891786842
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9868607818645184,0.5933395028114319,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9780084190022078,0.9876258891786842
Spectrogram,kMeans-preset,euclidean,100,5,0.47650042075514504,0.35223619093025865,0.9714455081711897,0.20603711765247237,,0.4488408721227646,0.5077928495171901,0.9402858815902294,0.9588905918098465
Spectrogram,kMeans,euclidean,100,3,0.5507802309799903,0.3801872252971302,0.9714455081711897,0.20603711765247237,,0.43198167709500346,0.7597055851887611,0.9402858815902294,0.9588905918098465
Spectrogram,HDBSCAN,euclidean,100,3,0.5507802309799903,0.3801872252971302,0.9714455081711897,0.20603711765247237,,0.43198167709500346,0.759705585188761,0.9402858815902294,0.9588905918098465
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.9714455081711897,0.3612988293170929,0.6342002479065632,0.43477955841975424,0.4651203380651025,0.9402858815902294,0.9588905918098465
VAE,kMeans-preset,euclidean,100,5,0.49340145128994656,0.3708334820332205,0.9797450320502317,0.2936101533860511,,0.4653579869961716,0.5250415758763476,0.9527983173945906,0.9583976410063366
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9797450320502317,0.2936101533860511,,0.4417894043019701,0.7679662966958981,0.9527983173945906,0.9583976410063366
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9797450320502317,0.2936101533860511,,0.4417894043019701,0.7679662966958979,0.9527983173945906,0.9583976410063366
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9797450320502317,0.6608638167381287,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9527983173945906,0.9583976410063366
PAF,kMeans-preset,euclidean,100,5,0.6695990600252821,0.5914484852962562,0.9069605176754114,0.20321056196194984,,0.6272272263580838,0.7181104362555074,0.950628736343022,0.94751000092615
PAF,kMeans,euclidean,100,5,0.6695990600252821,0.5914484852962562,0.9069605176754114,0.20321056196194984,,0.6272272263580838,0.7181104362555074,0.950628736343022,0.94751000092615
PAF,HDBSCAN,euclidean,100,4,0.6515236049612471,0.5657015997348143,0.9069605176754114,0.20321056196194984,,0.5881383384920449,0.7302215669422036,0.950628736343022,0.94751000092615
PAF,Leiden,euclidean,100,8,0.6003341608022994,0.5062161632743942,0.9069605176754114,0.5507684350013733,0.6694722555022228,0.6312807910044649,0.5722798720834406,0.950628736343022,0.94751000092615
LFCC,kMeans-preset,euclidean,100,5,0.4737953714481131,0.3615662462640743,0.9905289318140305,0.36317492498187937,,0.44759048919702243,0.5032594815535696,0.976612920091181,0.9882827087796032
LFCC,kMeans,euclidean,100,6,0.4484028732000248,0.34284996334850587,0.9905289318140305,0.36317492498187937,,0.448108014263467,0.44869812043152857,0.976612920091181,0.9882827087796032
LFCC,HDBSCAN,euclidean,100,7,0.4521812952848241,0.37606699797175863,0.9905289318140305,0.36317492498187937,,0.4492777854776184,0.4551225777400521,0.976612920091181,0.9882827087796032
LFCC,Leiden,euclidean,100,8,0.43912134887486565,0.2778296840380892,0.9905289318140305,0.6104950308799744,0.7880615099199838,0.46913272776237747,0.41271887912093014,0.976612920091181,0.9882827087796032
Spectrogram,kMeans-preset,euclidean,100,5,0.4927952541254103,0.39375134213689106,0.9503340321080215,0.2054719898311762,,0.4608916592540931,0.5294441528884691,0.9388867975824498,0.9610794427564614
Spectrogram,kMeans,euclidean,100,2,0.4299223730544544,0.2654821940794507,0.9503340321080215,0.2054719898311762,,0.2981315289876654,0.7705475932463456,0.9388867975824498,0.9610794427564614
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9503340321080215,0.2054719898311762,,0.43017176366492876,0.7570630120692576,0.9388867975824498,0.9610794427564614
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9503340321080215,0.38939976692199707,0.6348386366690367,0.4335751360153757,0.46359445596429266,0.9388867975824498,0.9610794427564614
VAE,kMeans-preset,euclidean,100,5,0.4936575629080016,0.37464236177285426,0.968374110788549,0.2923876913061426,,0.4652847992292097,0.5257153416620064,0.9530646602075173,0.9585615098037459
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.968374110788549,0.2923876913061426,,0.4417894043019701,0.7679662966958981,0.9530646602075173,0.9585615098037459
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.968374110788549,0.2923876913061426,,0.4417894043019701,0.7679662966958979,0.9530646602075173,0.9585615098037459
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.968374110788549,0.6581056118011475,0.6600445353768055,0.47534428298546594,0.5603736031081663,0.9530646602075173,0.9585615098037459
PAF,kMeans-preset,euclidean,100,5,0.6709751093103199,0.5920385659589267,0.9495089527743503,0.2110935613182728,,0.6281305032494118,0.7200924114239853,0.9488052665071298,0.9469351904134513
PAF,kMeans,euclidean,100,5,0.6709751093103199,0.5920385659589267,0.9495089527743503,0.2110935613182728,,0.6281305032494118,0.7200924114239853,0.9488052665071298,0.9469351904134513
PAF,HDBSCAN,euclidean,100,4,0.650453467707369,0.5586168088161609,0.9495089527743503,0.2110935613182728,,0.5811355233494824,0.7385475448408044,0.9488052665071298,0.9469351904134513
PAF,Leiden,euclidean,100,8,0.597793443978109,0.49089849333629115,0.9495089527743503,0.49696165323257446,0.6679295088292728,0.6304540747880184,0.5683501051265775,0.9488052665071298,0.9469351904134513
LFCC,kMeans-preset,euclidean,100,5,0.4818409727576356,0.3680265900559083,0.9847688380421235,0.3821325330242319,,0.4559786814289712,0.5108133902203575,0.9768937526701502,0.9885015490605553
LFCC,kMeans,euclidean,100,4,0.4886845374720031,0.3841729420102745,0.9847688380421235,0.3821325330242319,,0.43069797872899096,0.5647142299348421,0.9768937526701502,0.9885015490605553
LFCC,HDBSCAN,euclidean,100,5,0.4778270933898864,0.39161718289132647,0.9847688380421235,0.3821325330242319,,0.45231746091987823,0.5063860670639597,0.9768937526701502,0.9885015490605553
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9847688380421235,0.6126368045806885,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9768937526701502,0.9885015490605553
Spectrogram,kMeans-preset,euclidean,100,5,0.49536699129724926,0.3971857537007735,0.9505293997019809,0.20610765592307045,,0.46347112470981483,0.5319774298450387,0.9397487145934351,0.9610543470791918
Spectrogram,kMeans,euclidean,100,2,0.4299223730544544,0.2654821940794507,0.9505293997019809,0.20610765592307045,,0.2981315289876654,0.7705475932463456,0.9397487145934351,0.9610543470791918
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9505293997019809,0.20610765592307045,,0.43017176366492876,0.7570630120692576,0.9397487145934351,0.9610543470791918
Spectrogram,Leiden,euclidean,100,6,0.4494384675138032,0.3038775120051328,0.9505293997019809,0.37461936473846436,0.6342996443318688,0.43477955841975424,0.4651203380651025,0.9397487145934351,0.9610543470791918
VAE,kMeans-preset,euclidean,100,5,0.4919049433621489,0.37087676957508864,0.9816229373549543,0.29413594453121744,,0.4634944828591422,0.5240257412920364,0.9513868349272077,0.9586272365775471
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9816229373549543,0.29413594453121744,,0.4417894043019701,0.7679662966958981,0.9513868349272077,0.9586272365775471
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9816229373549543,0.29413594453121744,,0.4417894043019701,0.7679662966958979,0.9513868349272077,0.9586272365775471
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9816229373549543,0.6637672781944275,0.6602219109494076,0.47534428298546594,0.5603736031081663,0.9513868349272077,0.9586272365775471
PAF,kMeans-preset,euclidean,100,5,0.6705211041418753,0.5911292179765713,0.9147950974160989,0.20947005095001348,,0.627469827055645,0.7199151383457651,0.9484071713885378,0.9479706858588847
PAF,kMeans,euclidean,100,5,0.6705211041418753,0.5911292179765713,0.9147950974160989,0.20947005095001348,,0.627469827055645,0.7199151383457651,0.9484071713885378,0.9479706858588847
PAF,HDBSCAN,euclidean,100,4,0.6655307818029826,0.5607403023827686,0.9147950974160989,0.20947005095001348,,0.5822794758076301,0.7765591968642985,0.9484071713885378,0.9479706858588847
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9147950974160989,0.5593470931053162,0.6662737326286483,0.6265946538661562,0.609312726119942,0.9484071713885378,0.9479706858588847
LFCC,kMeans-preset,euclidean,100,5,0.4687992755322087,0.35655178277294225,0.9811814963134721,0.3821325330242319,,0.4425744144912649,0.49832781892812295,0.9763559881572303,0.987979917483023
LFCC,kMeans,euclidean,100,4,0.488684537472003,0.3841729420102745,0.9811814963134721,0.3821325330242319,,0.4306979787289909,0.564714229934842,0.9763559881572303,0.987979917483023
LFCC,HDBSCAN,euclidean,100,6,0.46547172510460505,0.3341180095526933,0.9811814963134721,0.3821325330242319,,0.44745825473505335,0.48499637980596383,0.9763559881572303,0.987979917483023
LFCC,Leiden,euclidean,100,7,0.45682118307109665,0.29662823384533826,0.9811814963134721,0.596278965473175,0.7837086483628077,0.4727714534428647,0.4419120414748074,0.9763559881572303,0.987979917483023
Spectrogram,kMeans-preset,euclidean,100,5,0.477069910538904,0.3551778610376167,0.9585769264052846,0.2054719898311762,,0.44741925786124437,0.5109294060702524,0.9378729620965646,0.9588583259390713
Spectrogram,kMeans,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9585769264052846,0.2054719898311762,,0.4301717636649288,0.7570630120692577,0.9378729620965646,0.9588583259390713
Spectrogram,HDBSCAN,euclidean,100,3,0.5486145415609531,0.377839150911591,0.9585769264052846,0.2054719898311762,,0.43017176366492876,0.7570630120692576,0.9378729620965646,0.9588583259390713
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9585769264052846,0.3710285723209381,0.6348386366690367,0.4335751360153757,0.46359445596429266,0.9378729620965646,0.9588583259390713
VAE,kMeans-preset,euclidean,100,5,0.48797264739243623,0.3618495064786459,0.9730665507702156,0.2923876913061426,,0.46096954535695317,0.5183362282426305,0.9535110047532408,0.958750623657456
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9730665507702156,0.2923876913061426,,0.44391992508513933,0.7724509127965284,0.9535110047532408,0.958750623657456
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9730665507702156,0.2923876913061426,,0.44391992508513933,0.7724509127965284,0.9535110047532408,0.958750623657456
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9730665507702156,0.6495124101638794,0.6600445353768055,0.47534428298546594,0.5603736031081663,0.9535110047532408,0.958750623657456
PAF,kMeans-preset,euclidean,100,5,0.671459171424422,0.5929961200026498,0.9031390766816053,0.2094804254294973,,0.6288126843095041,0.7203111438503226,0.9499931285645571,0.9468053800351937
PAF,kMeans,euclidean,100,4,0.6616288415206433,0.5337940235890747,0.9031390766816053,0.2094804254294973,,0.5775783391435879,0.7743078686679329,0.9499931285645571,0.9468053800351937
PAF,HDBSCAN,euclidean,100,3,0.5370121798302212,0.3016529762463436,0.9031390766816053,0.2094804254294973,,0.40356352612131535,0.8023198683095604,0.9499931285645571,0.9468053800351937
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9031390766816053,0.5410860180854797,0.6662746551103806,0.6265946538661562,0.609312726119942,0.9499931285645571,0.9468053800351937
LFCC,kMeans-preset,euclidean,100,5,0.4821366403456113,0.3888039740374896,0.9882820290266288,0.3678803725308492,,0.4522751197431811,0.5162201387181855,0.9763800381812804,0.9877996169921636
LFCC,kMeans,euclidean,100,4,0.48906951091641654,0.38518001884657715,0.9882820290266288,0.3678803725308492,,0.43122227618502257,0.5648413640317341,0.9763800381812804,0.9877996169921636
LFCC,HDBSCAN,euclidean,100,3,0.513082456411207,0.3645564448634569,0.9882820290266288,0.3678803725308492,,0.4029737868625686,0.7059863678170398,0.9763800381812804,0.9877996169921636
LFCC,Leiden,euclidean,100,7,0.4556994831063549,0.2926932049242723,0.9882820290266288,0.5625448822975159,0.776896654630596,0.4682115322602516,0.4438387495112623,0.9763800381812804,0.9877996169921636
Spectrogram,kMeans-preset,euclidean,100,5,0.4741099779129153,0.3513088092518041,0.9765617144383146,0.2054719898311762,,0.4457148715858352,0.5063691814165394,0.9405864322013391,0.9598618542717922
Spectrogram,kMeans,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9765617144383146,0.2054719898311762,,0.42842197437249213,0.7545332578330768,0.9405864322013391,0.9598618542717922
Spectrogram,HDBSCAN,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9765617144383146,0.2054719898311762,,0.4284219743724922,0.7545332578330769,0.9405864322013391,0.9598618542717922
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9765617144383146,0.3625235855579376,0.6348386366690367,0.4335751360153757,0.46359445596429266,0.9405864322013391,0.9598618542717922
VAE,kMeans-preset,euclidean,100,5,0.49551416328773423,0.37555915916682286,0.9562219488928709,0.2933530619196357,,0.46709015424204414,0.5276217221084717,0.9535818104141085,0.9591267600584371
VAE,kMeans,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9562219488928709,0.2933530619196357,,0.44391992508513933,0.7724509127965284,0.9535818104141085,0.9591267600584371
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.9562219488928709,0.2933530619196357,,0.44391992508513933,0.7724509127965284,0.9535818104141085,0.9591267600584371
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9562219488928709,0.6344457268714905,0.6603637690125841,0.47534428298546594,0.5603736031081663,0.9535818104141085,0.9591267600584371
PAF,kMeans-preset,euclidean,100,5,0.6686598507287993,0.5895827944158252,0.9235403331095412,0.20985915051560414,,0.625884369104225,0.7177111476170475,0.950276649966091,0.9455402890185499
PAF,kMeans,euclidean,100,5,0.6686598507287993,0.5895827944158252,0.9235403331095412,0.20985915051560414,,0.625884369104225,0.7177111476170475,0.950276649966091,0.9455402890185499
PAF,HDBSCAN,euclidean,100,4,0.6661690354210524,0.5624999212766765,0.9235403331095412,0.20985915051560414,,0.5863123001026712,0.7712090192576967,0.950276649966091,0.9455402890185499
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9235403331095412,0.5324458479881287,0.6663557196646631,0.6265946538661562,0.609312726119942,0.950276649966091,0.9455402890185499
LFCC,kMeans-preset,euclidean,100,5,0.4634440071238989,0.36074992967458236,0.9837402288960752,0.369889327655552,,0.4382159532519759,0.4917542563972855,0.9779241692285171,0.9886203053904917
LFCC,kMeans,euclidean,100,4,0.4897567194598129,0.3859028482334223,0.9837402288960752,0.369889327655552,,0.4317675217605002,0.5657391866097078,0.9779241692285171,0.9886203053904917
LFCC,HDBSCAN,euclidean,100,7,0.44418088037810793,0.3698899347465943,0.9837402288960752,0.369889327655552,,0.45080718732187935,0.4377465486362555,0.9779241692285171,0.9886203053904917
LFCC,Leiden,euclidean,100,8,0.44112207293093136,0.2776365435784767,0.9837402288960752,0.5834761261940002,0.7869707832213778,0.47024063705393543,0.41539942411132863,0.9779241692285171,0.9886203053904917
Spectrogram,kMeans-preset,euclidean,100,5,0.47533342468832407,0.35450412051815444,0.9695380756815808,0.20763192703884878,,0.44565506887746026,0.5092466560389406,0.9397548391337212,0.9598518458766906
Spectrogram,kMeans,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9695380756815808,0.20763192703884878,,0.42842197437249213,0.7545332578330768,0.9397548391337212,0.9598518458766906
Spectrogram,HDBSCAN,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9695380756815808,0.20763192703884878,,0.4284219743724922,0.7545332578330769,0.9397548391337212,0.9598518458766906
Spectrogram,Leiden,euclidean,100,6,0.4425777017538506,0.2996165456008064,0.9695380756815808,0.30700016021728516,0.6344037513021911,0.4325428820769724,0.45308918739244064,0.9397548391337212,0.9598518458766906
VAE,kMeans-preset,euclidean,100,5,0.4959226850621057,0.3751828712173175,0.967768153531798,0.29368094995520166,,0.4673364565805594,0.5282339142682774,0.9525664811379098,0.9586612949966987
VAE,kMeans,euclidean,100,2,0.42747016551275896,0.26761770447241395,0.967768153531798,0.29368094995520166,,0.29631671002166077,0.7669172748937113,0.9525664811379098,0.9586612949966987
VAE,HDBSCAN,euclidean,100,3,0.563818764247522,0.3998308610283069,0.967768153531798,0.29368094995520166,,0.44391992508513933,0.7724509127965284,0.9525664811379098,0.9586612949966987
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.967768153531798,0.620224118232727,0.6601470015072803,0.47534428298546594,0.5603736031081663,0.9525664811379098,0.9586612949966987
PAF,kMeans-preset,euclidean,100,5,0.6701053873948299,0.5926738438778646,0.9300791666975071,0.20949271251197862,,0.628189410589596,0.7180149808652294,0.9493678279392566,0.9482067047284438
PAF,kMeans,euclidean,100,5,0.6701053873948299,0.5926738438778646,0.9300791666975071,0.20949271251197862,,0.628189410589596,0.7180149808652294,0.9493678279392566,0.9482067047284438
PAF,HDBSCAN,euclidean,100,6,0.6442293809494607,0.5794742919094773,0.9300791666975071,0.20949271251197862,,0.6339827497864337,0.6548126719500575,0.9493678279392566,0.9482067047284438
PAF,Leiden,euclidean,100,7,0.6178328617532223,0.5190225184881195,0.9300791666975071,0.5402979254722595,0.666374958315602,0.6265946538661562,0.609312726119942,0.9493678279392566,0.9482067047284438
LFCC,kMeans-preset,euclidean,100,5,0.4729924068549871,0.3815974983006861,0.9894190269387453,0.3666652498331308,,0.4435957852915725,0.5065617136144045,0.97820978193649,0.9882721028683762
LFCC,kMeans,euclidean,100,5,0.4729924068549871,0.3815974983006861,0.9894190269387453,0.3666652498331308,,0.4435957852915725,0.5065617136144045,0.97820978193649,0.9882721028683762
LFCC,HDBSCAN,euclidean,100,4,0.4986623662149117,0.3915381219463924,0.9894190269387453,0.3666652498331308,,0.43646295383610917,0.5815358035612767,0.97820978193649,0.9882721028683762
LFCC,Leiden,euclidean,100,8,0.4388273660066802,0.27662982440322986,0.9894190269387453,0.6091418266296387,0.7872907783952674,0.47000863592901976,0.411525949140512,0.97820978193649,0.9882721028683762
Spectrogram,kMeans-preset,euclidean,100,5,0.47822778868542315,0.35786089309835367,0.9469907654442933,0.2054719898311762,,0.4507423498235038,0.5092829240123856,0.9387435430913692,0.9607179455005542
Spectrogram,kMeans,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9469907654442933,0.2054719898311762,,0.4284219743724922,0.7545332578330769,0.9387435430913692,0.9607179455005542
Spectrogram,HDBSCAN,euclidean,100,3,0.5465272383095237,0.37553350898044263,0.9469907654442933,0.2054719898311762,,0.4284219743724922,0.7545332578330769,0.9387435430913692,0.9607179455005542
Spectrogram,Leiden,euclidean,100,6,0.44808257234212506,0.3014764867598278,0.9469907654442933,0.3719870150089264,0.6348386366690367,0.4335751360153757,0.46359445596429266,0.9387435430913692,0.9607179455005542
VAE,kMeans-preset,euclidean,100,5,0.4953178823938717,0.37724863370597406,0.9694038686335835,0.29636026271423244,,0.4666261727918438,0.5277691234741532,0.953179831440701,0.9587098431818929
VAE,kMeans,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9694038686335835,0.29636026271423244,,0.4417894043019701,0.7679662966958981,0.953179831440701,0.9587098431818929
VAE,HDBSCAN,euclidean,100,3,0.5609055984797855,0.398518269290376,0.9694038686335835,0.29636026271423244,,0.4417894043019701,0.7679662966958979,0.953179831440701,0.9587098431818929
VAE,Leiden,euclidean,100,5,0.5143686174583503,0.4124683174100613,0.9694038686335835,0.6338156461715698,0.660688572867845,0.47534428298546594,0.5603736031081663,0.953179831440701,0.9587098431818929
PAF,kMeans-preset,euclidean,200,6,0.5885244042673011,0.5223418607124566,0.9643361719362454,0.23330620179238679,,0.5843412684441245,0.5927678637309863,0.9556813166597238,0.9460181497529295
PAF,kMeans,euclidean,200,4,0.5592314249541835,0.4548952009344134,0.9643361719362454,0.23330620179238679,,0.4929463097055925,0.6461123504644073,0.9556813166597238,0.9460181497529295
PAF,HDBSCAN,euclidean,200,4,0.611758714956026,0.4889463116682921,0.9643361719362454,0.23330620179238679,,0.540939533648883,0.7039143749585998,0.9556813166597238,0.9460181497529295
PAF,Leiden,euclidean,200,6,0.5476398663392958,0.4937085272311653,0.9643361719362454,0.5652686953544617,0.6768359682195058,0.5442114918092742,0.551111710243795,0.9556813166597238,0.9460181497529295
LFCC,kMeans-preset,euclidean,200,6,0.452515079237543,0.3624627526309587,0.989555677462156,0.35946353685444604,,0.45443803513132847,0.450608328757639,0.9787255151687216,0.9893611324115619
LFCC,kMeans,euclidean,200,2,0.4233835340699918,0.28055161969352826,0.989555677462156,0.35946353685444604,,0.29486184465998755,0.7505081960932882,0.9787255151687216,0.9893611324115619
LFCC,HDBSCAN,euclidean,200,10,0.4127759930904149,0.3631315608695319,0.989555677462156,0.35946353685444604,,0.45437890268756476,0.37815238008874213,0.9787255151687216,0.9893611324115619
LFCC,Leiden,euclidean,200,8,0.421778026942428,0.27552629082077884,0.989555677462156,0.5631766319274902,0.7789358847386011,0.45727299829773504,0.39139659002565663,0.9787255151687216,0.9893611324115619
Spectrogram,kMeans-preset,euclidean,200,6,0.4849154449095514,0.4137640719829759,0.9478979238567132,0.19747211670289982,,0.4813333255630781,0.4885512808300298,0.9419515472971718,0.962925341993846
Spectrogram,kMeans,euclidean,200,2,0.44023098208324873,0.2898999002410239,0.9478979238567132,0.19747211670289982,,0.3063731220943584,0.781814540797289,0.9419515472971718,0.962925341993846
Spectrogram,HDBSCAN,euclidean,200,3,0.5508369955253181,0.3916728398503142,0.9478979238567132,0.19747211670289982,,0.43215335349743955,0.7593909272151016,0.9419515472971718,0.962925341993846
